ownership_group,PARCELID,OwnerName,TotalAcres,CountyName,OwnerAddre,OwnerAdd_1,OwnerAdd_2,OwnerCity,OwnerState,OwnerZip,match_reason,confidence,include_in_defensible_total,TaxYear,PropertyID,Assessment,PropType,DbaName,CareOfTaxp,LegalDescr,Subdivisio,project_category
ROCK CREEK CATTLE COMPANY / FOLEY,28167805101010000,ROCK CREEK CATTLE COMPANY LTD,628.87,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204281,0000205205,Vacant Land,,,"S05, T08 N, R09 W, ACRES 628.87, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188312101010000,FOLCO DEVELOPMENT CORP,628.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207677,0000602410,Vacant Land,,,"S12, T10 N, R07 W, ACRES 628, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167820201010000,ROCK CREEK CATTLE COMPANY LTD,621.174,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204285,0000205205,Improved Property,,,"S20, T08 N, R09 W, ACRES 621.174, ALL OF SECTION, W OF COUNTY RD",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177535101010000,ROCK CREEK CATTLE COMPANY LTD,619.5,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207397,0000500910,Improved Property,,,"S35, T09 N, R10 W, ACRES 619.5, ALL LESS 20.50 AC",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167707101010000,ROCK CREEK CATTLE COMPANY LTD,617.31,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204297,0000205205,Vacant Land,,,"S07, T08 N, R10 W, ACRES 617.31, ALL",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167711201010000,ROCK CREEK CATTLE COMPANY LTD,577.896,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204374,0000205210,Vacant Land,,MARTINEZ TAMMY,"S11, T08 N, R10 W, ACRES 572.94, ALL LESS HOME RANCH DEV, PHASE 2 EAST, C-641",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177632103010000,ROCK CREEK CATTLE COMPANY LTD,547.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204304,0000205205,Gravel Pit,,,"S32, T09 N, R09 W, ACRES 547, ALL LESS NW4NW4, SW OF RR",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167709101010000,BILCAR LIMITED PARTNERSHIP,488.73,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204309,0000205246,Vacant Land,,,"S09, T08 N, R10 W, C.O.S. 854RT, ACRES 488.73, LOT 1, LESS PLAT C-647",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167809201010000,ROCK CREEK CATTLE COMPANY LTD,470.45,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204302,0000205205,Improved Property,,,"S09, T08 N, R09 W, ACRES 470.45, W OF R/W",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188313101010000,FOLCO DEVELOPMENT CORP,429.2,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207678,0000602410,Vacant Land,,,"S13, T10 N, R07 W, ACRES 429.2, N2, LOT 3, S2SE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167829201010000,ROCK CREEK CATTLE COMPANY LTD,426.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204287,0000205205,Vacant Land,,,"S29, T08 N, R09 W, ACRES 426, PART OF SECTION 29 LYING WEST OF A LINE DESCRIBED IN BK 111 PAGE 6",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167804201010000,ROCK CREEK CATTLE COMPANY LTD,406.86,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204280,0000205205,Improved Property,,,"S04, T08 N, R09 W, ACRES 406.86, ALL EXCEPT E2NE4 & BOOK 9 PAGE 598 E OF R/W",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,05199231101010000,FOLCO DEVELOPMENT CORPORATION &,392.56,Lewis and Clark,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,514719,0000011283,Improved Property,,,"S31, T11 N, R06 W, G.LOTS 1, 2,4, 5, E2NW4, NE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703201010000,ROCK CREEK CATTLE COMPANY LTD,392.558,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204326,0000205210,Golf Course,,,"ROCK CREEK CATTLE COMPANY, S03, T08 N, R10 W, ACRES 392.56, ALL OF SECTION 03, HOME RANCH DEV PHASE 1-A, PHASE 2 SOUTH, PHASE 3 & PHASE 6; LESS 786RB, LESS PORT",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167726101010000,ROCK CREEK CATTLE COMPANY LTD,330.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204279,0000205205,Vacant Land,,,"S26, T08 N, R10 W, ACRES 330, PT N & E OF THE DEER LODGE-ROCK CREEK RD",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167704101010000,ROCK CREEK CATTLE COMPANY LTD,327.618,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204308,0000205210,Vacant Land,,MARTINEZ TAMMY,"S04, T08 N, R10 W, ACRES 322.16, ALL LESS WILLOWCREEK HOMESTEAD PLAT, C-571 & LESS PHASE C-593 & C-636 LESS PHASE C-639.",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702201010000,ROCK CREEK CATTLE COMPANY LTD,327.42,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204375,0000205210,Vacant Land,,MARTINEZ TAMMY,"S02, T08 N, R10 W, ACRES 327.42, REM OF SECTION 2, LESS COS 793RB LESS PLAT C-634 LOT 85A LESS PLAT C-666 2.99 ACRES",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177525301010000,ROCK CREEK CATTLE COMPANY LTD,320.0,Powell,C/O FIDELITY NATIONAL FINANCIAL,1701 VILLAGE CENTER CIR FL 2,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207389,0000500900,Vacant Land,,,"S25, T09 N, R10 W, S2",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188301101010000,FOLCO DEVELOPMENT CORP,313.36,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1199388,0000702145,Vacant Land,,,"S01, T10 N, R07 W, ACRES 313.36, LOTS 1, 2, 3, 4, 5, SW4NE4, S2NW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710301010000,ROCK CREEK CATTLE COMPANY LTD,310.9,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1456049,0000205210,Improved Property,,MARTINEZ TAMMY,"S10, T08 N, R10 W, ACRES 310.9, S2, SO OF HOME RANCH DEV",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188418401010000,FOLCO DEVELOPMENT CORP,280.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207842,0000609405,Vacant Land,,,"S18, T10 N, R06 W, ACRES 280, E2NE4, NW4NE4, SE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167710101010000,ROCK CREEK CATTLE COMPANY LTD,212.62,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204389,0000205210,Vacant Land,,MARTINEZ TAMMY,"S10, T08 N, R10 W, C.O.S. 657, ACRES 212.94, N2, LESS PORTION N S2NE4, LESS HOME RANCH DEV, PHASE 3, LESS PLAT C-657",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177630301011000,ROCK CREEK CATTLE COMPANY LTD,209.907,Powell,C/O FIDELITY NATIONAL FINANCIAL,1701 VILLAGE CENTER CIR FL 2,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207390,0000500900,Vacant Land,,,"S30, T09 N, R09 W, ACRES 356.29, NW4, S2 SO OF RR R/W, 216.29 ACS IN LD0718, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177633201010000,ROCK CREEK CATTLE COMPANY LTD,190.658,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204295,0000205205,Vacant Land,,,"S33, T09 N, R09 W, ACRES 196.58, N2, N2SE4 S OF RIVER NO OF ROW",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177534101010000,ROCK CREEK CATTLE COMPANY LTD,189.642,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207396,0000500910,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S34, T09 N, R10 W, ACRES 189.642, ALL LESS WILLOW CREEK HOMESTEAD PLAT C-571 AND PLAT C-573",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177629301010000,ROCK CREEK CATTLE COMPANY LTD,181.55,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204292,0000205205,Vacant Land,,,"S29, T09 N, R09 W, ACRES 188.755, PORTION OF NW4 LYING S OF HWY 10, SW4, SE4,S W OF RIVER & NE OF R/W",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188405301010000,FOLCO DEVELOPMENT CORP,160.76,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207680,0000602410,Vacant Land,,,"S05, T10 N, R06 W, ACRES 160.76, LOTS 5, 6, 10, W2SW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188408301010000,FOLCO DEVELOPMENT CORP,160.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207841,0000609405,Vacant Land,,,"S08, T10 N, R06 W, ACRES 160, SW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,07440329401010000,FOLCO DEVELOPMENT CORPORATION,160.0,Flathead,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,470224,0000566600,Vacant Land,,,"S29, T32 N, R22 W, TR 1 IN SE",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188324101010000,FOLCO DEVELOPMENT CORP,157.48,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207679,0000602410,Vacant Land,,,"S24, T10 N, R07 W, ACRES 157.48, NW4SE4, W2NE4, NE4NE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177633301010000,ROCK CREEK CATTLE COMPANY LTD,153.18,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204305,0000205205,Vacant Land,,,"S33, T09 N, R09 W, ACRES 153.18, W2 S OF R/W",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167626102010000,ROCK CREEK CATTLE COMPANY LTD,141.96,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204300,0000205205,Improved Property,,,"S26, T08 N, R11 W, ACRES 141.96, LOTS 1,5,6,7",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177630301011001,ROCK CREEK CATTLE COMPANY LTD,134.003,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1523532,0000205205,Vacant Land,,,"S30, T09 N, R09 W, ACRES 140, NW4, S2 SO OF RR R/W, IN LD1712,SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167809101010000,ROCK CREEK CATTLE COMPANY LTD,129.31,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204282,0000205205,Vacant Land,,,"S09, T08 N, R09 W, ACRES 139.9, E OF R/W LESS BK 52 PAGE 387",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167627401041000,ROCK CREEK CATTLE COMPANY LTD,127.31,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1199988,0000802400,Vacant Land,,,"S27, T08 N, R11 W, ACRES 164.71, LOTS 1, 2, 3, 4, 5, 127.31 ACS IN LD0721, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167613401011001,ROCK CREEK CATTLE COMPANY LTD,121.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1523500,0000802400,Vacant Land,,,"S13, T08 N, R11 W, ACRES 121, LOTS 2&3, W2SE4, SE4SW4, IN LD0721, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188408201010000,FOLCO DEVELOPMENT CORP,120.0,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207682,0000602410,Vacant Land,,,"S08, T10 N, R06 W, ACRES 120, NE4NW4, S2NW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167804102100000,ROCK CREEK CATTLE COMPANY LTD,117.703,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204301,0000205205,Vacant Land,,,"S04, T08 N, R09 W, ACRES 126.914, W OF R/W",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188324401010000,FOLCO DEVELOPMENT CORP,115.7,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207840,0000609405,Vacant Land,,,"S24, T10 N, R07 W, ACRES 115.7, LOTS 3, 4, SW4SE4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167718201010000,ROCK CREEK CATTLE COMPANY LTD,111.35,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204298,0000205205,Vacant Land,,,"S18, T08 N, R10 W, ACRES 111.35, LOT 1 & 2, NE4NW4",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167623401011000,ROCK CREEK CATTLE COMPANY LTD,96.843,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1199985,0000802400,Vacant Land,,,"S23, T08 N, R11 W, ACRES 120, N2SE4, SE4NE4, 96.843 IN LD0721, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28188418201010000,FOLCO DEVELOPMENT CORP,80.35,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6368,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207684,0000602410,Vacant Land,,,"S18, T10 N, R06 W, ACRES 80.35, LOTS 1, 2",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167613401011000,ROCK CREEK CATTLE COMPANY LTD,79.97,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1199984,0000205205,Vacant Land,,,"S13, T08 N, R11 W, ACRES 200.97, LOTS 2&3, W2SE4, SE4SW4, 79.97 ACS LD 1712, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177533101010000,ROCK CREEK CATTLE COMPANY LTD,79.88,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207395,0000500910,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S33, T09 N, R10 W, ALL LESS WILLOW CREEK HOMESTEAD PLAT C-571",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177533202010000,ROCK CREEK CATTLE COMPANY LTD,67.96,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1207405,0000500910,Improved Property,,,"ROCK CREEK CATTLE COMPANY, S33, T09 N, R10 W, ACRES 68.96, PT OF LOT 14, WILLOW CREEK HOMESTEAD, PLAT C-571, COMMON AREA",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167821201010000,ROCK CREEK CATTLE COMPANY LTD,65.1,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204286,0000205205,Vacant Land,,,"S21, T08 N, R09 W, ACRES 65.1, M&B TRACT ON W2W2, SEE BK 111, PG 12",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167624201011001,ROCK CREEK CATTLE COMPANY LTD,64.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1523503,0000802400,Vacant Land,,,"S24, T08 N, R11 W, ACRES 64, N2NW4, SW4NW4, IN LD0721, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167703401010000,ROCK CREEK CATTLE COMPANY LTD,62.194,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204378,0000205210,Improved Property,,,"S03, T08 N, R10 W, C.O.S. 791RB, ACRES 61.31, COMMON AREA LOT 19A, HOME RANCH DEV PHASE 2 SOUTH; LESS PORTION A COS807",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177629303010000,ROCK CREEK CATTLE COMPANY LTD,62.12,Powell,C/O FIDELITY NATIONAL FINANCIAL,1701 VILLAGE CENTER CIRCLE,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204303,0000205205,Vacant Land,,,"S29, T09 N, R09 W, ACRES 62.12, SW4, SW4 OF R/W",,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167702302010000,ROCK CREEK CATTLE COMPANY LTD,61.91,Powell,1701 VILLAGE CENTER CIR,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1204353,0000205210,Vacant Land,,MARTINEZ TAMMY,"ROCK CREEK CATTLE COMPANY, S02, T08 N, R10 W, Lot 91, ACRES 61.91, HOME RANCH PHASE 2 EAST,  PLAT C-580, COMMON AREA",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28177534301201000,ROCK CREEK CATTLE COMPANY LTD,61.79,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1488918,0000500910,Vacant Land,,,"ROCK CREEK CATTLE COMPANY, S34, T09 N, R10 W, Lot 26A, ACRES 69.79, HOME RANCH DEV, PHASE 4, AMENDED PLAT COS 761RB, COMMON AREA, 61.79 ACS IN LD 0718, SPLIT FO",ROCK CREEK CATTLE COMPANY,Rock Creek Cattle Company / Foley
ROCK CREEK CATTLE COMPANY / FOLEY,28167624201011000,ROCK CREEK CATTLE COMPANY LTD,56.0,Powell,1701 VILLAGE CENTER CIRCLE,,,LAS VEGAS,NV,89134-6303,exact normalized cadastral owner match to independently supported current entity,confirmed,True,2026,1199986,0000205205,Vacant Land,,,"S24, T08 N, R11 W, ACRES 120, N2NW4, SW4NW4, 56.0 ACS IN LD1712, SPLIT FOR LEVY DISTRICT PURPOSES ONLY",,Rock Creek Cattle Company / Foley
